TwitterID,tweetMean,tweetSd
kelly4southrnil,-0.33874924757344177,0.09322658536045351
seanflynnca,-0.3579448758035374,0.11479456894391091
maxrose4ny,-0.7414175290144706,0.4841192018663644
courtneytritch,-0.3515035477270697,0.11241953476106241
flores4congress,-0.406627856786217,0.15638779522756768
janzforcongress,-0.1938768401614441,0.1998846583155433
18thil,-0.3283321691279637,0.12006479887393004
thomasmassieky,,,
florida_cd5,-0.36086091582064794,0.15093442074860794
jerrymcnerney,-0.3057236575851602,0.11087520976717807
castro4congress,-0.3202665900347382,0.13349184441965048
rogerwallison,-0.3510168160758839,0.1633816122681559
susieleenv,-0.3562705898809227,0.10494123598318406
markreed1776,-0.4173465216664665,0.1716811696061628
sewell4congress,-0.3417904909844319,0.11486159339610803
anthonybrownmd4,-0.12012991579613613,0.2717012157853142
janasanchez,-0.34741086208490213,0.14978930739754326
pauldavisks,-0.3337413978525939,0.10812542199990918
marcveasey,-0.22282488468709252,0.19552639468168992
jaimeforusrep,-0.2828636476225507,0.08543301907619383
vote4cleaver,-0.37061389450269056,0.1793505367365942
flynndbroadyjr,-0.3254432665977428,0.10741885560669441
bradyfortexas,-0.3726199235518687,0.13613413610660202
haydenshamel,0.03180715910449243,0.5159288083616526
ilhanmn,-0.3423395453314125,0.11501880932679653
reschenthaler,-0.3362268786261813,0.14539561275648127
bobrackleff,-0.22495044627104038,0.1630732098101661
abraham_ralph,-0.318547719443681,0.10442943211887454
lorieb4congress,-0.34057166147364204,0.11614762175581948
joycebentleycd1,-0.3234505502347529,0.21587317380002216
danarohrabacher,-0.4653402368346166,0.20832268898746212
colvin4congress,-0.43527692989136235,0.21156896778667592
aronoff4usrep,-0.33619652112126597,0.11610775950752845
realjohnmccann,-0.35603826263651533,0.1493160626960235
abby4iowa,-0.32867762360873004,0.09695641668036045
gregsteube,-0.3135617574959188,0.14687972818226547
wittforprogress,-0.33698784592435743,0.12848071504192102
dinatitus,-0.3384486042057938,0.10857008818177934
loisfrankel,,,
repevans45,-0.3642953463869422,0.13470012291484615
cline4virginia,-0.3263761547984738,0.12682842758723803
gunny_harmon,,,
flacc4congress,-0.31798558778782016,0.1475897176719253
johnelleson,-0.08025157709039621,0.36058310519325343
vgescobar,-0.3197950342611615,0.1351965837592249
bradsherman,-0.3323864671290946,0.15314078355635324
watts4congress,-0.9367045125475841,0.42006033741377774
houlahanforpa,-0.3421515897369607,0.1352641140666991
drkyle4congress,-0.29612905666102984,0.14741224061713246
mccauley4pa,-0.37044789795542166,0.12098678014592475
lee4uscongress,-0.36955483571229325,0.12495679304910019
karringtonsc,-0.3618467229740729,0.1458761738891595
drmarkgreen4tn,-0.3754528104386726,0.13981846996162509
stevekingia,-0.35852879707388824,0.17609150374603771
becongress,-0.17110755747204479,0.2880512239127012
foxxforcongress,-0.3190758148460773,0.08621904364196993
elisestefanik,-0.46667140641306964,0.181198783360007
spanbergerva07,-0.539024682356401,0.2553294225985878
donnorcross4nj,-0.30639550296847307,0.10919831152709678
erik_paulsen,-0.3232591945026317,0.10550310232554184
markharrisnc9,-0.33975290727719604,0.12399092992725883
lizzie4congress,-0.5198960130597746,0.26390191643592514
edcasehawaii,,,
petestauber,-0.3218246600285507,0.10270660379902016
robinlynnekelly,-0.34180539353389205,0.13431381454399086
joshuamahony,-0.3974135153036372,0.13516019216292716
audrey4congress,-0.29296422798815047,0.11438097311524661
katieporteroc,-0.43730308380776445,0.15108017830649398
beraforcongress,-0.31903430248745673,0.08230164558424653
buddforcongress,-0.34667241482703387,0.11527944820643049
francisrooney,-0.2875651320012116,0.11237828927962824
mjhegar,-0.29830889988330667,0.19810595510720502
katherineclark,-0.3637303272214553,0.1473221032598957
peterroskam,-0.25946112547319145,0.21356991011999
sethmoulton,-0.3370736945745484,0.14023432854729095
nelsonforsenate,-0.20871500802968565,0.1897527535045361
votejimjordan,,,
josephbrumbles,-0.3543985401435787,0.11323974686984734
marty_nothstein,-0.3415605885146574,0.09894253535661289
leapeterson,-0.34485454541825095,0.11656040869854231
gdriskell,-0.338832113546495,0.09839934305901327
dtorres4cong,-0.37460458291976273,0.21333101117413503
ron4california,-0.4672509181650555,0.1674624416370276
bleeforcongress,-0.3557360225867713,0.12614344710866274
votethornton,-0.3390713261281357,0.10052780117011607
jenniferforva,-0.3900985910375426,0.19898150348584234
electlong,-0.2701668437887955,0.14498630839330395
kevinomccarthy,-0.34920970204051144,0.06582504746841081
carbajalsalud,-0.27861468996753463,0.11272177830981316
morriseywv,-0.23015706515059178,0.17696363959074296
stevedavid,-0.36564711410659106,0.1208786202016717
drlarrybucshon,-0.27956007107909187,0.10802698201094933
dlipinski03,-0.304758424475458,0.1696632004484168
tomcarperforde,-0.32958728124230174,0.10930985912685035
ericswalwell,-0.3537569833708707,0.17965399981782953
voteyvette,-0.3579960213112067,0.1563691067831651
electrodney,-0.31895695921591855,0.10938159219308889
val_demings,,,
jontester,-0.2865328359262659,0.10490845750175651
davidrouzer,-0.30544142764658894,0.11895433079743166
lisaringga01,-0.40470571541899925,0.1646001049679781
kanew,-0.5335477974771848,0.2567026092684855
deanheller,-0.36179650927521223,0.10974276106047408
kycomer,-0.29297230820400855,0.1628508629199612
braun4indiana,-0.3264840140403447,0.0983925854454593
team_harbaugh,-0.2320628154597808,0.17705481414315327
electconnolly,-0.2741855262194514,0.11866162017845411
stabenow,-0.31124560304232185,0.10979748262633277
jimhagedornmn,-0.32459719976526014,0.11927473091693705
jasonsmithmo,-0.36479707936727856,0.13844386872175465
leonardlancenj7,-0.27106697181764683,0.18241784714922685
godutchformd,-0.2323586292921141,0.22409319292933302
debdingell,-0.2842754562073158,0.08831442643694014
yvonnehinsonfl,-0.32878769163174665,0.12674919216868616
johnculberson,-0.35383797948808443,0.12011690647866034
davejoyceoh14,-0.3709100316371665,0.1404397978403561
dennyforpa,-0.2960471384658423,0.15219385693311602
joeradinovich,-0.34672234638688326,0.10855275496061943
barlow4congress,-0.5217658173927493,0.2445612951478987
hawleymo,-0.18619355952787844,0.2614377107320549
susanbrooksin,-0.30264870412162814,0.1333837713074852
debbielesko,-0.44348092512390475,0.15526821486972628
johnsonleads,-0.3355992882748618,0.1122812415052607
drkimschrier,-0.2854826964196425,0.175594153731441
bobhugin,-0.3087703440282098,0.1322870452952588
joeprofitga_04,-0.31367435914144315,0.15339279585964363
mac4northdakota,-0.25662720553977064,0.164535823282465
votedannerkline,-0.33737347821471353,0.11252698670706009
electlahood,,,
johnsarbanes,-0.2842246169275122,0.16604697174209196
tomharrison4or3,,,
redmaryland,0.2794342951568357,0.308145997558251
lloydsmuckerpa,-0.3968511561338656,0.2268862535980032
chrisdepizzo,-0.33243687034754765,0.12297061842432055
sarahsmith2018,-0.3408054222158207,0.135319395900927
timburchett,-0.4083371142019139,0.13380695484766097
timryan,-0.34495785214539487,0.13522277555501167
jimfrancisla01,-0.34643187637355016,0.16517471456767863
juliefortx25,-0.2931399929752679,0.13508249735744582
dmmd4tncongress,-0.40549664234648564,0.1607985982085349
congjoewilson,,,
votetimmons,-0.2327533202875598,0.1591138891182943
anyatynio,-0.2811879958733565,0.22443800364994068
vangie4congress,-0.32320032192157855,0.1187238065456495
repbrendanboyle,-0.38862180473443936,0.17398362930967234
teamroby,-0.31657690469431804,0.07971142671500629
studlydevine,-0.2765344357273685,0.2839963060257894
markpocan,-0.31651753842287744,0.15951077853152765
ayannapressley,-0.3427742776911485,0.1032849736945896
kathycastorfl,-0.05882020485071396,0.29782185008141415
senatorbrakey,-0.31133552175434753,0.13679123801941914
harryforct,-0.3441256405499661,0.14183188863647098
gregformontana,-0.35040745686744557,0.14520627962428975
paultonko,-0.2909432189707936,0.15171100176031754
katyforcongress,-0.3370470106158416,0.10304895567555167
gregpencein,-0.3445981426494512,0.13178185034540368
conawaytx11,-0.2539420160516003,0.17383053473159907
flygirlladyjay,,,
christineforwa,-0.3031857944136531,0.13090701758488246
votecasten,-0.10096351943063038,0.18367139953883344
romney4utah,-0.14032355245250266,0.1660189252625107
collinpeterson,-0.2635837821315593,0.10434680655755865
jamesthompsonks,-0.4077815527515172,0.1552875902403692
benniegthompson,-0.29421332432031116,0.19731119531554386
nancysoderberg,-0.28431471342778253,0.17066493913637398
loriuscongress,-0.40826672585350465,0.1630512921213838
jballcampaign,-0.17530704085162363,0.40875606417125154
johnfasony,-0.4890471924503196,0.3005199203894503
kevincramer,-0.30380590403957797,0.14142070582505403
mikekellyforpa,-0.32088591402956634,0.08948762658524888
rashidatlaib,-0.2816231673209938,0.14691433685987146
adrbell,-0.3456201385670011,0.13603014803283003
votesanjaypatel,-0.3267578884232406,0.09871437343142003
scottforflorida,-0.34554791458170125,0.138678407004105
hugocongress,0.2545595087979319,0.4711482992723241
johnmshimkus,,,
ringelsteinme,-0.3125444544737636,0.1582115388749638
standwithraul,-0.32416008887697334,0.1235629199829526
suzandelbene,-0.3163419383476354,0.09613352876465062
leezeldin,-0.3360589613914118,0.11053513386975287
clarketucker,-0.3627646557350316,0.10507799904891929
ryanmcadams4va,-0.2600954005426726,0.2199549883220993
flanders4senate,-0.3131249423947493,0.1402984431412585
gbuck_jr,-0.14042818105892707,0.46128879246255944
carolyn4ga7,-0.31616288001613146,0.11284861235602192
coreystewartva,-0.14539481828234435,0.23948322967577937
ohforcongress,-0.3458522034777112,0.11404366150767588
mikejohnson,,,
brianfitzusa,-0.3204837812795981,0.12287814748602033
cortvo,-0.32728091155598793,0.13891009539742724
dr_raulruiz,,,
joshua_harder,-0.2370016416893827,0.17377747913213482
macthornberry,,,
robertqwilliam1,-0.35748357225672034,0.11836124086257255
tedracobb,-0.3675065928317899,0.1585929951441386
armstrong_nd,-0.2977972342040295,0.11520031626054392
brianmastfl,-0.38562117707545807,0.154392765176339
womack4congress,-0.33054699246345953,0.10933208607872094
dannykdavis,,,
robanderson2018,-0.26238433269931155,0.18694242288044316
mayorlawrence,0.7155079307610092,0.3645895765303261
amodeifornevada,,,
ellis4missouri,-0.07900004871472754,0.4387558135335015
louiegohmerttx1,,,
davidcicilline,-0.33889614777132343,0.12351625492807193
dougrbennett,-0.33343305052154076,0.10327108643906242
jacksonlee18,,,
barrassoforwyo,-0.2659642194535279,0.19174887283196593
amyklobuchar,-0.34864391334895367,0.11036112283647814
betsyforil,-0.3394530795756672,0.10952448801972081
normajtorres,-0.33563619918840754,0.12080217877378531
dewitt4congress,-0.3328010196165195,0.15342709997924944
luetkemeyerb,-0.39293880310515256,0.14806848801296998
johnjamesmi,-0.3225430698247879,0.11249786939554202
donald_mceachin,-0.3093120593430186,0.1556092612672706
reelectcohen,-0.2522033147871096,0.20674657364261018
angusking2018,,,
teampelosi,-0.3479504701346603,0.13855607696167563
jerrynadler,-0.3135894995949096,0.10604935785526375
jd4congress,-0.3549747633722191,0.10683630608187755
donjbacon,-0.5440067144935179,0.2880054075039687
malinowski,-0.33608376634094417,0.13412803152743902
barbaracomstock,-0.5029229666835049,0.208802229590475
harris4congress,,,
amieformaryland,-0.2699015151910807,0.1315377557899849
babin4congress,-0.36447150182934984,0.07694123729605744
mlfudge,,,
donaldpaynejr,,,
brill4congress,-0.440684893203829,0.17468181262155952
mccaulfortexas,-0.3239131170946818,0.10648415776025402
latta4congress,-0.2935586174256499,0.09640783283671568
lloyddoggetttx,-0.31903334061884414,0.1255650078161021
dana_balter,-0.33791254899160844,0.12714908143680764
grothmanforwi,-0.321374054191931,0.10870522474027222
guestcongress,-0.34534423035772116,0.11344600683717812
abrindisi,,,
crawford4cong,-0.33247337504967756,0.09242014736873783
scottwallacepa,-0.3350113072600652,0.11595845408330589
danwood2018,-0.30883570346711886,0.13968647790005168
tracy4congress,-0.3028721482209809,0.10767560840661868
richhudson,-0.34836022240597436,0.13462963527914493
mckinleyforwv,,,
dprice4congress,,,
lindafornc,-0.24408599461853342,0.19298751306264952
replynch,,,
candiusstearns,-0.3203874687313523,0.14285989410647956
gregstantonaz,-0.339524595337216,0.11400967097971693
jaredhuffman,-0.3238433675745845,0.1632373434957081
daveforiowa,-0.31692983352795673,0.14752138582645724
duncan4congress,,,
auctnr1,-0.6581144353376841,0.3162587551654099
dannyoconnor1,-0.3535661964832675,0.11188289923793339
chrishunterfl,-0.3179071417462604,0.10056763760480744
chuck4congress,-0.33778907320530394,0.08759306949370264
dandavidpa,-0.35590232481143635,0.16853693025127375
grace4ny,-0.3822510296455329,0.1488749768100673
oh5forgalbraith,-0.3418440889904247,0.12541355815531813
boserforpa,-0.3286019521633009,0.10417995593328916
joycebeatty,-0.3899388367482199,0.16880824430332073
mcneil4congress,-0.24445044765461524,0.12853095453979393
lisabrochester,-0.33937595493715567,0.10270336647749743
larsenrick,-0.30502301060650766,0.11451910707735455
philbredesen,-0.4306412407083709,0.13689272787202095
dustyjohnson,-0.23739236875268852,0.21588958195305682
weberfortexas,-0.3659032856785521,0.11334155950171834
bobbyscott4va3,-0.3189964438208937,0.09819831380310091
maxinewaters,0.5981737913315686,0.4278959625897643
tjg4ga,-0.3667489350957112,0.13282220884119295
siegelfortexas,-0.342655427476405,0.11070520704367055
jahimes,-0.35650509945551273,0.13738443809739853
marlalivengood,-0.2866036846146921,0.1641945229979394
carloscurbelo,-0.3852967120118906,0.1691107496596542
ppetsnek,,,
mcgovernma,-0.33362000840232736,0.10016661841202644
rajaforcongress,,,
leibforpa,-0.54985372090163,0.25585909897043496
mattformontana,-0.32386947528035165,0.11312253757593
clyburnsc06,,,
krantz4congress,-0.33655898309346943,0.12686298454805778
buckforcolorado,,,
lizforcongress,-0.28581660151508975,0.3299752581358042
duffy4wisconsin,-0.3301330087966495,0.1384196957421572
lindatsanchez,-0.21191806570103452,0.35826307942293817
williamsformt,-0.30877313064727235,0.11241288061905774
vote_davidson,,,
rossspano,-0.33279686191791225,0.16517277617432768
jfitz4congress,0.5634740853613972,0.42426050188427056
rubengallego,-0.35230844483618656,0.1559716270372266
annlwagner,-0.32099029914181315,0.11392118579714365
votebillups,-0.3457751442229378,0.14667168882091558
sharicedavids,-0.34650332148027135,0.12759031483569278
melforcongress,-0.32179072149156035,0.08782614939541555
timkaine,-0.2882068361654751,0.1599789113396527
vetfordemocracy,-0.3118989210921803,0.10255480332947706
ronestesks,-0.3535498422668607,0.14022608080131554
sripkulkarni,-0.3403522224445883,0.1102183167286066
scholten4iowa,-0.08040431227097203,0.28197274435670816
teamcalvert,-0.2736593941998862,0.12267962987311233
elizabethheng,-0.3127791536846506,0.1458534244625657
morganmurtaugh,-0.35350381248637436,0.13838813366418912
jaywebbernj,-0.3615157783911624,0.11089549289762032
avaforcongress,-0.36886736188826375,0.16878125590767068
alcee4congress,,,
desjarlaistn04,-0.39480927699757484,0.1763315128790298
drreygonzalez,,,
sessionsfortx32,-0.3193985663955366,0.10654071076810917
electdavidscott,,,
mattcoreyct,-0.3207407571865014,0.12566279626470034
pdtedeschi,-0.3218212606406145,0.10568761669692713
elaineluriava,-0.3374163974879864,0.10954077887569585
darrensoto,-0.05161718079389422,0.27922624068634105
marygeren,-0.3346665624045068,0.10938832465883519
chiproytx,-0.5580271703071554,0.31357966224973066
betsyraderoh,-0.44189320348286765,0.16341076722873846
brucepoliquin,-0.14463828752096294,0.15613260887651403
drpeters4iowa,-0.18947919706813035,0.31217199428467174
bb4congress2018,-0.29176124468621933,0.1232758205571752
aftabpureval,-0.3505218308054199,0.103251477359748
eshoo4congress,,,
wmfawell,,,
karaforcongress,-0.3892403186770418,0.15366702583455352
gwen4congress,-0.3153427016075258,0.12575165319716494
dunncampaign,,,
jn4ush,-0.3278741640698328,0.10250266809022407
dwb4congress,-0.3196108209979483,0.11419240041288195
danielfeehan,-0.34417431014341304,0.10394747094034412
georgeholding,-0.371616635576397,0.14990593008806816
marcforpa,-0.3368195663815016,0.11771020857420868
delgadoforny19,-0.6583212907584685,0.37142518144534364
davidschweikert,,,
anitamalik,-0.3405567349817171,0.12929270333545312
rosa_delauro,-0.30812710842738267,0.11086410193448001
forwyoming,-0.2689040947747955,0.3083396883304526
kopser4congress,-0.03097091674611071,0.2539911615166991
janet4oh,-0.32455161146122896,0.15251831397742938
standwithbarry,-0.30342707540945113,0.1283093810878445
andiesaizan,-0.2704111283760475,0.1981366327627205
votejosh2018,-0.3541999598650032,0.16634839678184205
brown_congress,-0.27731821870328127,0.16196984091482935
maelvirasalazar,-0.20210971605801256,0.19386692997345317
joangreeneaz,-0.439397268476731,0.15133451827050315
votegregwalden,,,
mccallforall,-0.34470707707062626,0.147259014872163
gilcisnerosca,-0.32185189537440456,0.10807118511146185
kathleenrice,,,
davidjtrone,-0.33700963238909365,0.14399920289139534
verone4congress,0.110872079312484,0.4941316396093634
jackiespeier,-0.38616126940577844,0.10426713068933961
denver4va,-0.17265511661590602,0.19421759613842832
reelectnydia,-0.34977793798910517,0.12229626212477193
michaelgwaltz,-0.3645505855579655,0.1419036168958372
williamkeating,-0.3298866932601739,0.1182351014167367
tjcoxcongress,-0.33411783526636785,0.14108879497616839
hidalgofor51st,,,
jenniferwexton,-0.2929485630859801,0.13559207309223206
jefffortenberry,-0.2950638026266781,0.11804240783417991
jamiefororegon,-0.3416828599573602,0.10537336336012243
charlieschaupp,-0.3270697713411774,0.0964417630822547
beeler4congress,-0.30199874097253765,0.09185424405321478
mickrich4senate,-0.25892743566322735,0.19516449890687737
vantaylortx,-0.2856794585619121,0.1635894235259159
pramilajayapal,-0.35358128220997376,0.13206950742324913
acampanajjar,-0.3401194627308318,0.12738910715758056
ladysunshinenm,0.955959731787435,0.27113818833492737
mccormickforco,-0.30696121959404044,0.14050387204329937
donyoungak,,,
tomforwi,-0.335214380174615,0.10567817389172025
drvenoch,-0.4594713921193651,0.21359180838560368
callahan4oregon,-0.26427665171705245,0.14925953269391717
robbinsforok,,,
drpaulgosar,-0.07210214875382565,0.3458406174116753
higgins4wny,-0.31281440319972365,0.2045067011464689
haleylive,-0.3368945313920337,0.1284442924853661
wadkins2018,-0.3311687223297538,0.13555379584462218
talleysergent,-0.290701307650791,0.12076567829661596
lenaepstein,-0.3110791481775927,0.10733037353995879
tmac4congress,-0.3162921992683629,0.060820218218309303
stenyhoyer,-0.24952735488826366,0.20023527798353574
marktakano,,,
kyrstensinema,-0.23667275970139917,0.18330754675168243
artforcongress,-0.32817019439151734,0.11245769552910154
mariah4congress,-0.3907974356688444,0.16154195229477827
judgejohncarter,-0.23188647418713318,0.2276991049294301
uptonforallofus,-0.3043229127311464,0.0870115092559563
congpeteking,-0.39170193925390895,0.2564607936535524
willhurd,-0.3298838462837586,0.11999922730724501
ddadamscongress,-0.23937935105947306,0.212341959857059
janeraybould,-0.26689398200051495,0.1350484893195573
rogerwilliamstx,-0.30667415070917625,0.16118815196332623
ocasio2018,-0.2367797850084411,0.21012943857456942
robbishoput,-0.24085121457727657,0.3580220401192296
lucywins2018,-0.23193685511074422,0.22783078230547227
archie4congress,-0.31636617642796167,0.12649088379265208
geauxscalise,,,
mikelevinca,-0.3415445959809058,0.12745692448638474
jacobturk,-0.15174830019380853,0.22893689560736932
ron_dinicola,-0.3092789482963093,0.09125657695049208
jimburgess7,,,
peteolson,-0.3508849914173222,0.14654326987983116
davis4maryland,-0.1325074930421092,0.30099450128110183
blumforcongress,-0.3319381334810695,0.09458962190961684
bevgoldstein,-0.4389021279088721,0.15081974936918563
xochforcongress,-0.2707004936542525,0.18808525169102241
tedlieu,-0.3921752985770278,0.1482151386861908
hallcongress,-0.3212998947022581,0.13104489640367156
webstercongress,,,
negron4congress,-0.3140477350502507,0.09988880322022467
berniesanders,-0.23763115138590998,0.2284540112738861
beckforindiana,-0.32741146862188153,0.10373493234253034
